No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
49,20120579,Vu Van,Thai,Male,17/9/2002,4099742572020
50,20120580,Duong Tan,Thanh,Female,9/6/2002,4271820132020
51,20120581,Nguyen Thi Ngoc,Thanh,Female,29/4/2002,4208138452020
52,20120582,Tran Huu,Thanh,Male,18/8/2002,3790936532020
53,20120583,Tran Anh,Thi,Male,22/5/2002,3949628122020
54,20120584,Tran Huu,Thien,Female,10/2/2002,4553948542020
55,20120585,Le Van,Thinh,Male,3/8/2002,4516985572020
56,20120586,Ngo Le Hung,Thinh,Female,26/12/2002,3952171702020
57,20120587,Nguyen Hoang,Thinh,Female,1/8/2002,4539112562020
58,20120588,Le Quang,Tho,Female,3/5/2002,3964221012020
59,20120589,Nguyen Hanh,Thu,Female,19/1/2002,4404388242020
60,20120590,Nguyen Trong,Thuan,Male,26/6/2002,4040142392020
61,20120591,Le Dao Thao,Tien,Female,11/9/2002,3876505572020
62,20120592,Le Minh,Tien,Male,16/10/2002,4168519932020
63,20120593,Le Xuan,Tien,Female,28/10/2002,4712519982020
64,20120594,Nguyen Duy,Tien,Male,20/8/2002,4046995592020
65,20120595,Pham Minh,Tien,Male,6/4/2002,4374774212020
66,20120596,Nguyen Bao,Tin,Female,13/1/2002,4261134542020
67,20120597,Nguyen Van,Toai,Male,17/8/2002,4139723372020
68,20120598,Duong Tan,Ton,Male,23/7/2002,4482134392020
69,20120599,Phu Thi Kim,Trang,Male,23/8/2002,4701432382020
70,20120600,Le Minh,Tri,Female,30/5/2002,3846038262020
71,20120601,Le Minh,Tri,Female,11/12/2002,4695096942020
72,20120602,Nguyen Minh,Tri,Male,25/3/2002,3859202122020
73,20120603,Tran Minh,Tri,Male,14/7/2002,4531681682020
74,20120604,Luong Van,Trieu,Female,1/10/2002,4548667602020
75,20120605,Phan Nhat,Trieu,Male,22/2/2002,4565787452020
76,20120606,Vo Tu,Trinh,Male,14/4/2002,4251225302020
77,20120607,Le Huu,Trong,Female,9/9/2002,3920392442020
78,20120608,Nguyen Huu,Truc,Female,8/5/2002,3840302932020
79,20120609,Nguyen Hoang,Trung,Male,13/3/2002,4571025412020
80,20120610,Khuc Xuan,Truong,Male,11/12/2002,4065206712020
81,20120611,Lam Nhut,Truong,Male,7/5/2002,4572797162020
82,20120612,Nguyen Lam,Truong,Female,2/11/2002,4132476832020
83,20120613,Le Ba Quoc,Tuan,Female,5/10/2002,3904665852020
84,20120614,Nguyen Anh,Tuan,Male,27/5/2002,4569515982020
85,20120615,Tran Nam,Tuan,Female,3/10/2002,4317832862020
86,20120616,Luu Quy,Tung,Female,29/10/2002,4014378262020
87,20120617,Nguyen Thanh,Tung,Male,1/7/2002,4693758372020
88,20120618,Nguyen Thanh,Tung,Female,30/4/2002,4515457692020
89,20120619,Nguyen Manh,Tuong,Male,31/8/2002,3906853302020
90,20120620,Tran Thien,Tuong,Male,6/2/2002,4061902242020
91,20120621,Nguyen Quang,Tuyen,Female,22/10/2002,4390466712020
92,20120622,Chau Nhat,Tuyet,Female,22/10/2002,4689881592020
93,20120623,Tran Tien,Van,Female,18/10/2002,4169916102020
94,20120624,Mai Quyet,Vang,Male,13/8/2002,4372344572020
95,20120625,Tran The,Vi,Female,12/2/2002,4603758542020
96,20120626,Pham Khanh Hoang,Viet,Male,12/2/2002,4340223602020
97,20120627,Hoang,Vinh,Female,14/5/2002,3894494922020
98,20120628,Nguyen Hoang,Vinh,Female,20/7/2002,3984410912020
99,20120629,Nguyen Uy,Vu,Female,6/9/2002,4322247412020
100,20120630,Trinh Le Nguyen,Vu,Male,7/7/2002,4700209082020
101,20120631,Bui Sy,Vuong,Male,13/11/2002,4315281772020
102,20120632,Tran Thai,Vy,Female,31/3/2002,4593858652020
103,20120633,Vien Hai,Yen,Female,15/8/2002,4093636262020
104,20120634,Le Minh,Tri,Female,4/6/2002,4269949952020
