No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
54,20120218,Nguyen Dinh,Tri,Female,4/9/2002,4163955332017
55,20120219,Nguyen Minh,Tri,Female,26/11/2002,4628965502017
56,20120220,Thai Minh,Tri,Female,16/3/2002,4280751102017
57,20120221,Tran Trong,Tri,Female,27/10/2002,4637325822017
58,20120222,La Thanh,Triet,Male,21/4/2002,4161696332017
59,20120223,Thai Minh,Triet,Female,2/2/2002,4296665322017
60,20120224,Tran Thi My,Trinh,Male,7/12/2002,4063655902017
61,20120227,Ton Cao Thien,Trung,Female,28/8/2002,4711308452017
62,20120228,Tran Quoc,Trung,Female,20/6/2002,4686182812017
63,20120229,Nguyen Nhat,Truong,Female,20/7/2002,4337207012017
64,20120230,Pham Duy,Truong,Female,14/12/2002,4473394672017
65,20120231,Phan Huy,Truong,Male,20/10/2002,4437891262017
66,20120232,Vo Duy,Truong,Male,16/6/2002,4120075472017
67,20120234,Ngo Nguyen Quang,Tu,Female,27/10/2002,3842110592017
68,20120236,Pham Tan Anh,Vu,Female,6/9/2002,4124752842017
69,20120237,Ha Nguyen Thao,Vy,Male,29/11/2002,3942853602017
70,20120238,Nguyen Ngoc Khanh,Vy,Male,27/4/2002,4158701482017
71,20120239,Thai Mai Khanh,Vy,Female,6/5/2002,4325246912017
72,20120240,Duong Thi,An,Male,12/2/2002,4603056862017
73,20120242,Nguyen Phuc,An,Female,22/12/2002,4217902822017
74,20120244,Hoang Tuan,Anh,Female,30/9/2002,3977963402017
75,20120245,Luu Nguyen Tien,Anh,Female,27/6/2002,4174082372017
76,20120246,Nguyen Hoang,Anh,Male,19/12/2002,4390059012017
77,20120247,Nguyen Phuong,Anh,Female,25/6/2002,4700383572017
78,20120248,Nguyen The,Anh,Female,21/1/2002,4455999232017
79,20120249,Nguyen Thi Tuyet,Anh,Male,8/6/2002,4345125052017
80,20120250,Tran Bao,Anh,Female,1/1/2002,4692081672017
81,20120251,Tran Duc,Anh,Female,21/10/2002,3794095762017
82,20120252,Pham Hong,Anh,Male,22/3/2002,3894238352017
83,20120253,Ly,Bang,Female,11/4/2002,4133236022017
84,20120255,Pham Mai Thien,Bao,Male,21/1/2002,3721142972017
85,20120256,Le Thua Phuong,Cat,Male,19/2/2002,4696566502017
86,20120257,Dinh Hoang Bao,Chau,Male,7/8/2002,4204283792017
87,20120258,Lam Quoc,Chung,Female,24/11/2002,4012285732017
88,20120259,Nguyen Van,Chung,Female,18/8/2002,4681467352017
89,20120260,Phan Tan Hoan,Cuong,Female,11/11/2002,3832483152017
90,20120261,Hoang Manh,Cuong,Female,27/9/2002,4176355992017
91,20120262,Khuc Khanh,Dang,Female,2/9/2002,4326361992017
92,20120263,Pham Vo Hai,Dang,Female,12/9/2002,4186297762017
93,20120264,Tran Hai,Dang,Male,6/6/2002,4487841282017
94,20120265,Bui Tien,Dat,Male,27/3/2002,3935284352017
95,20120266,Huynh Tien,Dat,Female,10/7/2002,4018525992017
96,20120267,Nguyen Tien,Dat,Male,23/7/2002,4420713812017
97,20120268,Phan Duong Quoc,Dat,Female,29/1/2002,4673627242017
98,20120269,Vo Van Minh,Doan,Male,20/8/2002,3865852542017
99,20120270,Cao Tan,Duc,Female,27/1/2002,4540094972017
100,20120273,Bui Hong,Duong,Male,28/4/2002,3817616532017
101,20120274,Nguyen Linh Dang,Duong,Male,24/9/2002,4476122872017
102,20120275,Bui Khanh,Duy,Male,2/6/2002,3866241032017
103,20120276,Ngo Thanh,Duy,Female,31/1/2002,3924777362017
104,20120277,Tran Dai Quang,Duy,Female,20/8/2002,4257776212017
