No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
85,20120117,Pham Nguyen Khanh,Minh,Male,23/8/2002,4619629482019
86,20120118,Nguyen Anh,Khoa,Male,30/10/2002,4682671662019
87,20120120,Nguyen Viet,Khoa,Male,27/9/2002,3947825432019
88,20120121,Pham Nhat Anh,Khoa,Male,25/1/2002,3927996032019
89,20120125,Bui Anh,Kiet,Male,15/12/2002,4039141072019
90,20120127,Tran Minh Tuan,Kiet,Female,26/1/2002,4097756382019
91,20120128,Nguyen Thi Cam,Lai,Male,30/3/2002,4601066282019
92,20120130,Dinh Thi Hoang,Linh,Male,15/12/2002,3980659922019
93,20120131,Nguyen Van,Loc,Female,9/6/2002,3943952472019
94,20120132,Nguyen Tuan,Minh,Male,25/10/2002,3913451482019
95,20120133,Pham Le Hoai,Minh,Female,2/12/2002,3994096372019
96,20120134,Tran Nguyen Khai,Minh,Male,21/12/2002,4224224382019
97,20120136,Huynh Tuan,Nam,Male,7/11/2002,4458869942019
98,20120138,Le Thanh,Nam,Female,19/6/2002,4450555972019
99,20120139,Mai Nhat,Nam,Female,5/8/2002,3808353452019
100,20120140,Nguyen Dang,Nam,Male,29/11/2002,3946227942019
101,20120141,Tran Hoang Phuong,Nam,Male,25/4/2002,4270676512019
102,20120142,Phan Thi Kim,Ngan,Female,29/5/2002,4057430022019
103,20120144,Le Chi,Nghia,Female,30/1/2002,4208438382019
104,20120145,Duong Yen,Ngoc,Female,23/8/2002,3809098742019
