No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
40,20120328,Hoang Duc Nhat,Minh,Male,17/7/2002,4683775922016
41,20120329,Le Quang,Minh,Female,9/3/2002,4520391002016
42,20120330,Pham Anh,Minh,Male,23/2/2002,4238400302016
43,20120331,Phan Tai Nhat,Minh,Female,5/6/2002,3849691102016
44,20120333,Lam Nguyen Ngoc,My,Male,10/6/2002,4391672972016
45,20120334,Ly Thanh,Nam,Male,16/9/2002,4603232602016
46,20120335,Cai Huu,Nghia,Female,7/4/2002,4305754362016
47,20120336,Dam Khanh,Nguyen,Male,28/3/2002,3807197532016
48,20120338,Le Trung,Nguyen,Female,25/8/2002,4689933872016
49,20120339,Nguyen Nhat,Nguyen,Male,9/2/2002,3980157972016
50,20120340,Tran Nhat,Nguyen,Male,21/11/2002,4342831712016
51,20120341,Phan Thien,Nhan,Female,21/4/2002,3787568702016
52,20120342,Tran Ky,Nhat,Female,7/10/2002,4099507302016
53,20120343,Tran Minh,Nhut,Male,31/8/2002,4471182362016
54,20120344,Vuong Tan,Phat,Male,11/7/2002,4342103882016
55,20120345,Pham Hoang,Phi,Male,21/10/2002,4571123342016
56,20120346,Ho Tran Thanh,Phong,Male,31/8/2002,4600121832016
57,20120347,Luong Vinh,Phu,Female,15/8/2002,3881499092016
58,20120348,Pham Tran Gia,Phu,Male,30/7/2002,4363170642016
59,20120349,Ngo Huu,Phuc,Female,26/12/2002,3808359882016
60,20120350,Nguyen Thi Hong,Phuc,Male,15/7/2002,3945735952016
61,20120351,Pham Huu,Phuc,Female,4/1/2002,4052670202016
62,20120352,Vu Hoang,Phuc,Male,17/3/2002,3809774322016
63,20120353,Huynh Huu,Phuoc,Male,20/11/2002,3793580552016
64,20120354,Dang Huynh Cuu,Quan,Female,22/7/2002,3889413502016
65,20120355,Dinh Minh,Quan,Male,30/11/2002,4411057032016
66,20120356,Le Minh,Quan,Female,20/10/2002,4706629352016
67,20120357,Nguyen Duc Minh,Quan,Male,9/12/2002,4547628892016
68,20120359,Nguyen Duc,Quang,Male,25/3/2002,4243804792016
69,20120360,Nguyen Duy,Quang,Female,30/12/2002,4376328772016
70,20120364,Pham Phuoc,Sang,Female,14/7/2002,4423614572016
71,20120365,Le Trung,Son,Male,20/12/2002,4295742982016
72,20120366,Pham Phu Hoang,Son,Female,14/6/2002,4039339972016
73,20120367,Ho Khanh,Tam,Male,16/1/2002,4680458002016
74,20120368,Nguyen Minh,Tam,Male,27/5/2002,4189319362016
75,20120369,Nguyen Thanh,Tan,Female,1/12/2002,4484810572016
76,20120370,Trieu Quoc,Thai,Female,16/11/2002,3857110032016
77,20120371,Vo Minh,Thai,Female,31/12/2002,3975412742016
78,20120373,Le Truong Kinh,Thanh,Male,15/9/2002,4623083192016
79,20120375,Cao Thi Phuong,Thao,Male,24/4/2002,3982519822016
80,20120376,Tran Van,That,Male,29/5/2002,3758453182016
81,20120380,Nguyen Phuc,Thuan,Male,16/4/2002,3868349462016
82,20120382,Hoang Thu,Thuy,Male,11/1/2002,4264460242016
83,20120383,Nguyen Duc,Tien,Female,14/1/2002,4575018352016
84,20120385,Tran Hoang,Tin,Male,8/3/2002,4375898572016
85,20120386,Le Phuoc,Toan,Female,23/10/2002,4172526902016
86,20120388,Nguyen Huynh Ngoc,Tram,Male,22/6/2002,4367375862016
87,20120389,Nguyen Thi Bich,Tram,Female,25/6/2002,4459403182016
88,20120390,Vo Huu,Trong,Male,7/2/2002,3990077252016
89,20120391,Ha Xuan,Truong,Female,5/9/2002,4257339902016
90,20120392,Pham Thuy Bich,Truyen,Female,2/2/2002,4010955552016
91,20120393,Huynh Minh,Tu,Male,17/1/2002,3889565312016
92,20120394,Do Nguyen Dinh,Tuan,Female,9/5/2002,4136168262016
93,20120395,Nguyen Anh,Tuan,Female,22/7/2002,4400232612016
94,20120396,Tran Anh,Tuan,Male,7/5/2002,4485678442016
95,20120397,Bui Quang,Tung,Male,16/1/2002,4489396402016
96,20120398,Bui Thanh,Tung,Male,5/9/2002,3741701012016
97,20120399,Dang Vo Hoang Kim,Tuyen,Female,13/10/2002,4300328592016
98,20120401,Nguyen Duc,Viet,Male,5/10/2002,4308604002016
99,20120402,Nguyen Hoang,Viet,Male,2/1/2002,4358348542016
100,20120405,Nguyen Long,Vu,Male,24/2/2002,4570877742016
101,20120406,Pham Quoc,Vuong,Male,19/3/2002,4311695572016
102,20120408,Do Tan,Tai,Male,14/5/2002,4295181062016
103,20120409,Tran Thanh,Tung,Male,22/11/2002,4197774132016
104,20120412,Nguyen Quang,Binh,Female,12/5/2002,4507224082016
