No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
30,20120042,Truong Quan,Bao,Female,14/7/2002,4147679482016
31,20120043,Vuong Le Duc,Binh,Male,28/10/2002,3882744082016
32,20120044,Ngo Thi Ngoc,Boi,Female,14/5/2002,3859973262016
33,20120045,Ho Thi Kim,Chi,Female,16/8/2002,4423944212016
34,20120046,Ngo Xuan,Chien,Male,2/8/2002,3809301932016
35,20120049,Nguyen Hai,Dang,Female,4/7/2002,4652094832016
36,20120050,Nguyen Nhat,Dang,Female,24/4/2002,4674612102016
37,20120053,Nguyen Thanh,Dat,Male,6/12/2002,4229791402016
38,20120054,Nguyen Thanh,Dat,Male,16/9/2002,4183818702016
39,20120055,Nguyen The,Dat,Male,30/6/2002,3744514472016
40,20120056,Tran Quoc,Dinh,Male,12/5/2002,4042943832016
41,20120057,Tran Ngoc,Do,Male,2/1/2002,4443839022016
42,20120059,Le Ngoc,Duc,Female,7/10/2002,4208885522016
43,20120060,Nguyen Tri,Duc,Male,4/10/2002,4374533912016
44,20120061,Pham Duong Truong,Duc,Male,2/12/2002,4251048322016
45,20120063,Le Thi Thuy,Duong,Female,18/3/2002,4348281222016
46,20120065,Lam Quang,Duy,Male,27/7/2002,4031067232016
47,20120067,Nguyen Pham Ba,Duy,Female,6/12/2002,3880963752016
48,20120068,Phan,Duy,Female,28/2/2002,4362484472016
49,20120069,Tao Khanh,Duy,Male,22/6/2002,3751658642016
50,20120070,Huynh Thiet,Gia,Male,18/6/2002,3798261102016
51,20120071,Nguyen Thi Bich,Ha,Female,19/12/2002,4226121992016
52,20120072,Phan Ngoc Son,Ha,Male,8/8/2002,3962657322016
53,20120073,Van Ly,Hai,Male,20/7/2002,4648557212016
54,20120074,Nguyen Gia,Hao,Male,22/1/2002,3764230282016
55,20120075,Le Thi Minh,Hien,Male,21/9/2002,4411317832016
56,20120076,Mai Vinh,Hien,Male,24/12/2002,4618095052016
57,20120077,Nguyen Quang,Hien,Female,23/9/2002,4246055332016
58,20120078,Nguyen The,Hien,Male,10/8/2002,3865060792016
59,20120079,Trinh Huu,Hiep,Male,12/4/2002,4060557232016
60,20120081,Nguyen Mau Trong,Hieu,Female,14/12/2002,4708828342016
61,20120082,Nguyen Thanh,Hieu,Female,31/12/2002,3810474142016
62,20120083,Nguyen Trong,Hieu,Female,26/10/2002,4282217352016
63,20120084,Nguyen Van,Hieu,Male,20/10/2002,4535327302016
64,20120085,Tran Xuan,Hoa,Male,9/5/2002,4030629352016
65,20120087,Duong Dinh Bao,Hoang,Male,7/3/2002,4325644442016
66,20120088,Le Nguyen Thanh,Hoang,Male,1/6/2002,3867995902016
67,20120089,Le Xuan,Hoang,Male,16/6/2002,3766621742016
68,20120090,Nguyen The,Hoang,Female,3/1/2002,3732303442016
69,20120092,Tran Huy,Hoang,Male,16/12/2002,4035841312016
70,20120093,Nguyen Thi Hong,Nhung,Male,12/4/2002,4221118132016
71,20120094,Pham Phu,Hung,Male,3/1/2002,4296111342016
72,20120095,Ngo Quang,Hung,Female,3/5/2002,3998911852016
73,20120096,Nguyen Duy,Hung,Female,17/4/2002,3801347912016
74,20120097,Trieu Tan,Hung,Female,13/8/2002,4477515832016
75,20120099,Tran Huynh,Huong,Female,20/9/2002,4489833312016
76,20120100,Do Minh,Huy,Male,12/3/2002,4370308772016
77,20120101,Du Quoc,Huy,Male,21/11/2002,4387924662016
78,20120102,Du Thanh,Huy,Male,28/2/2002,4078764092016
79,20120105,Le Hoang,Huy,Male,26/8/2002,4363759442016
80,20120107,Pham Duc,Huy,Female,5/4/2002,4314070892016
81,20120109,Truong Ngoc,Huy,Female,14/6/2002,4382150362016
82,20120113,Le Nguyen,Khang,Female,21/4/2002,4268664902016
83,20120115,Nguyen Dang Nam,Khanh,Female,28/3/2002,3803201602016
84,20120116,Pham Le Quoc,Khanh,Male,2/2/2002,4113833772016
85,20120117,Pham Nguyen Khanh,Minh,Male,23/8/2002,4619629482016
86,20120118,Nguyen Anh,Khoa,Male,30/10/2002,4682671662016
87,20120120,Nguyen Viet,Khoa,Male,27/9/2002,3947825432016
88,20120121,Pham Nhat Anh,Khoa,Male,25/1/2002,3927996032016
89,20120125,Bui Anh,Kiet,Male,15/12/2002,4039141072016
90,20120127,Tran Minh Tuan,Kiet,Female,26/1/2002,4097756382016
91,20120128,Nguyen Thi Cam,Lai,Male,30/3/2002,4601066282016
92,20120130,Dinh Thi Hoang,Linh,Male,15/12/2002,3980659922016
93,20120131,Nguyen Van,Loc,Female,9/6/2002,3943952472016
94,20120132,Nguyen Tuan,Minh,Male,25/10/2002,3913451482016
95,20120133,Pham Le Hoai,Minh,Female,2/12/2002,3994096372016
96,20120134,Tran Nguyen Khai,Minh,Male,21/12/2002,4224224382016
97,20120136,Huynh Tuan,Nam,Male,7/11/2002,4458869942016
98,20120138,Le Thanh,Nam,Female,19/6/2002,4450555972016
99,20120139,Mai Nhat,Nam,Female,5/8/2002,3808353452016
100,20120140,Nguyen Dang,Nam,Male,29/11/2002,3946227942016
101,20120141,Tran Hoang Phuong,Nam,Male,25/4/2002,4270676512016
102,20120142,Phan Thi Kim,Ngan,Female,29/5/2002,4057430022016
103,20120144,Le Chi,Nghia,Female,30/1/2002,4208438382016
104,20120145,Duong Yen,Ngoc,Female,23/8/2002,3809098742016
